,strikePrice_CE,expiryDate_CE,underlying_CE,identifier_CE,openInterest_CE,changeinOpenInterest_CE,pchangeinOpenInterest_CE,totalTradedVolume_CE,impliedVolatility_CE,lastPrice_CE,change_CE,pChange_CE,totalBuyQuantity_CE,totalSellQuantity_CE,bidQty_CE,bidprice_CE,askQty_CE,askPrice_CE,underlyingValue_CE,strikePrice_PE,expiryDate_PE,underlying_PE,identifier_PE,openInterest_PE,changeinOpenInterest_PE,pchangeinOpenInterest_PE,totalTradedVolume_PE,impliedVolatility_PE,lastPrice_PE,change_PE,pChange_PE,totalBuyQuantity_PE,totalSellQuantity_PE,bidQty_PE,bidprice_PE,askQty_PE,askPrice_PE,underlyingValue_PE
10,17850,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE17850.00,10,-1,-9.090909090909092,8,0,2270,-8.849999999999909,-0.3883537749303337,6900,6800,600,2262.9,500,2303.7,20133.15,17850,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE17850.00,382,-564,-59.61945031712474,4504,67.03,0.05,-1.2,-96,0,102200,0,0,3200,0.05,20133.15
11,17900,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE17900.00,50,-62,-55.357142857142854,82,89.44,2238.05,9.300000000000182,0.4172742568704512,6900,6900,600,2212.9,600,2253.95,20133.15,17900,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE17900.00,3619,-21474,-85.5776511377675,82157,65.58,0.05,-1.3,-96.29629629629629,0,110000,0,0,100,0.05,20133.15
12,17950,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE17950.00,11,0,0,1,0,2095,215,11.436170212765957,6900,6800,600,2162.9,500,2203.7,20133.15,17950,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE17950.00,405,-445,-52.35294117647059,5962,64.12,0.05,-1.15,-95.83333333333333,0,95200,0,0,50,0.05,20133.15
13,18000,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18000.00,21656,-1029,-4.5360370288737055,6327,75.02,2136.2,4.199999999999818,0.1969981238273836,11750,7850,200,2135.2,500,2136.75,20133.15,18000,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18000.00,52416,-49710,-48.675165971447036,201727,65.9,0.1,-1.0999999999999999,-91.66666666666666,75500,146000,75500,0.05,23850,0.1,20133.15
14,18050,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18050.00,4,0,0,0,0,0,0,0,6900,6850,600,2067.65,50,2093.5,20133.15,18050,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18050.00,292,-1295,-81.60050409577819,5169,61.22,0.05,-1.25,-96.15384615384615,0,102750,0,0,1800,0.2,20133.15
15,18100,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18100.00,405,0,0,75,0,2031,-5.099999999999909,-0.25047885663768527,7600,7500,100,2035,600,2048.85,20133.15,18100,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18100.00,5508,-10173,-64.87468911421466,50948,59.78,0.05,-1.25,-96.15384615384615,0,143100,0,0,1800,0.05,20133.15
16,18150,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18150.00,44,0,0,0,0,0,0,0,7500,6850,300,1980,50,1996.45,20133.15,18150,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18150.00,475,-2112,-81.63896405102436,8488,58.33,0.05,-1.3,-96.29629629629629,0,110050,0,0,500,0.1,20133.15
17,18200,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18200.00,1207,-2,-0.1654259718775848,363,77.36,1938,6.0499999999999545,0.3131551023577191,7650,7500,50,1929.3,600,1948.85,20133.15,18200,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18200.00,7657,-7892,-50.75567560614831,70483,56.89,0.05,-1.3,-96.29629629629629,0,142150,0,0,25200,0.05,20133.15
18,18250,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18250.00,9,0,0,2,0,1885.9,63.90000000000009,3.5071350164654276,6900,6800,600,1867.9,500,1898.6,20133.15,18250,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18250.00,1740,-1531,-46.80525833078569,17946,55.45,0.05,-1.3499999999999999,-96.42857142857143,0,154550,0,0,50550,0.05,20133.15
19,18300,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18300.00,218,-80,-26.845637583892618,116,82.23,1840.25,38.25,2.1226415094339623,7500,7500,600,1817.65,600,1848.85,20133.15,18300,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18300.00,5444,-3034,-35.786742156168906,30091,54.01,0.05,-1.25,-96.15384615384615,0,107150,0,0,4300,0.05,20133.15
20,18350,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18350.00,23,-1,-4.166666666666667,13,0,1784.95,229.60000000000014,14.761950686340706,6900,6800,600,1767.65,500,1798.6,20133.15,18350,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18350.00,452,-537,-54.29726996966633,5024,52.57,0.05,-1.3,-96.29629629629629,0,111750,0,0,1600,0.05,20133.15
21,18400,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18400.00,1563,-1,-0.0639386189258312,178,75.6,1739.45,6,0.34613054890536216,7500,7500,600,1717.9,600,1748.85,20133.15,18400,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18400.00,4828,-3721,-43.525558544859045,23824,51.13,0.05,-1.3499999999999999,-96.42857142857143,0,114100,0,0,2900,0.05,20133.15
22,18450,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18450.00,31,0,0,1,80.05,1691.9,107.5,6.784902802322645,6900,6800,600,1667.65,500,1698.6,20133.15,18450,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18450.00,1437,-448,-23.76657824933687,12998,49.7,0.05,-1.3499999999999999,-96.42857142857143,0,102300,0,0,450,0.05,20133.15
23,18500,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18500.00,9519,-68,-0.709293835402107,1729,0,1635.5,0.849999999999909,0.05199889884684238,11500,7950,50,1634,50,1637.5,20133.15,18500,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18500.00,50026,-24532,-32.90324311274444,170507,48.26,0.1,-1.2999999999999998,-92.85714285714285,634450,124700,634450,0.05,10400,0.1,20133.15
24,18550,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18550.00,64,-4,-5.882352941176471,11,0,1516.3,-45.700000000000045,-2.9257362355953935,6950,6800,50,1576.2,500,1598.6,20133.15,18550,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18550.00,3483,-944,-21.323695504856563,20390,46.83,0.05,-1.3,-96.29629629629629,0,118200,0,0,4350,0.05,20133.15
25,18600,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18600.00,1160,-5,-0.4291845493562232,211,60.23,1537.7,3.1000000000001364,0.2020070376645469,7500,7500,600,1517.9,600,1548.85,20133.15,18600,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18600.00,14140,-5868,-29.32826869252299,68339,45.4,0.05,-1.3,-96.29629629629629,0,93650,0,0,50,0.2,20133.15
26,18650,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18650.00,61,-17,-21.794871794871796,21,63.1,1488.75,-9.75,-0.6506506506506506,6900,6800,600,1467.9,500,1498.6,20133.15,18650,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18650.00,517,-2009,-79.53285827395091,16713,43.97,0.05,-1.3499999999999999,-96.42857142857143,0,109900,0,0,5500,0.2,20133.15
27,18700,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18700.00,1357,-12,-0.8765522279035792,176,0,1435,1.4500000000000455,0.1011475009591605,8100,7500,600,1417.9,600,1448.85,20133.15,18700,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18700.00,18222,-4481,-19.737479628242962,92702,42.54,0.05,-1.4,-96.55172413793103,0,120700,0,0,12800,0.25,20133.15
28,18750,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18750.00,114,-281,-71.13924050632912,336,0,1386.5,2.7000000000000455,0.19511490099725723,7550,8050,50,1381.5,50,1388.8,20133.15,18750,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18750.00,2489,-1498,-37.57210935540507,22361,43.35,0.1,-1.3499999999999999,-93.10344827586206,0,114600,0,0,2600,0.15,20133.15
29,18800,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18800.00,4921,-66,-1.3234409464607981,1441,0,1335,1.650000000000091,0.12374845314434253,11450,7500,50,1335,600,1348.85,20133.15,18800,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18800.00,26993,-11147,-29.22653382275826,174947,41.86,0.1,-1.3499999999999999,-93.10344827586206,34450,136900,10550,0.1,4550,0.15,20133.15
30,18850,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18850.00,158,-444,-73.75415282392026,587,0,1285.7,2.0499999999999545,0.15970085303626022,7950,7500,150,1280.05,50,1285.45,20133.15,18850,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18850.00,7599,-1582,-17.231238427186582,30678,38.26,0.05,-1.5,-96.77419354838709,0,116300,0,0,1600,0.15,20133.15
31,18900,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18900.00,9368,-131,-1.379092536056427,2822,0,1235,-0.049999999999954525,-0.004048419092340758,8500,7600,350,1234.2,50,1242.6,20133.15,18900,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18900.00,25095,-4889,-16.3053628601921,160775,38.87,0.1,-1.45,-93.54838709677419,68300,139650,1700,0.1,350,0.15,20133.15
32,18950,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE18950.00,491,-115,-18.976897689768975,561,0,1185.6,1.449999999999818,0.12245070303591758,8150,8050,50,1182.45,50,1189.2,20133.15,18950,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE18950.00,5799,-1000,-14.708045300779526,71567,37.37,0.1,-1.5,-93.75,7050,114250,1050,0.1,950,0.15,20133.15
33,19000,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19000.00,14633,-4818,-24.76993470772711,9048,0,1134.9,4.25,0.3758899747932605,14600,8400,850,1133.3,100,1135.65,20133.15,19000,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19000.00,190511,26511,16.165243902439023,773954,35.88,0.1,-1.5999999999999999,-94.11764705882352,1417050,237400,36850,0.1,14150,0.15,20133.15
34,19050,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19050.00,478,-9,-1.8480492813141685,252,0,1083.25,-3.2000000000000455,-0.2945372543605362,7800,8000,100,1080,500,1098.55,20133.15,19050,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19050.00,39017,31597,425.8355795148248,182272,34.38,0.1,-1.5999999999999999,-94.11764705882352,281200,115000,9500,0.1,7250,0.15,20133.15
35,19100,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19100.00,9067,-294,-3.1406900972118366,1337,0,1035,3.25,0.3149987884661982,9050,7500,100,1027.05,600,1048.8,20133.15,19100,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19100.00,46941,7270,18.325729122028687,455232,32.89,0.1,-1.65,-94.28571428571428,17850,103000,17850,0.05,20900,0.1,20133.15
36,19150,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19150.00,592,-119,-16.736990154711673,494,0,982.4,-1.2000000000000455,-0.1220008133387602,7550,8000,600,967.9,500,998.6,20133.15,19150,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19150.00,16998,1656,10.793899100508408,150940,31.39,0.15,-1.6,-91.42857142857143,38250,73350,15450,0.1,1750,0.15,20133.15
37,19200,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19200.00,7360,-768,-9.448818897637794,3790,0,934.6,4.100000000000023,0.44062332079527383,10050,8100,750,933.5,600,948.85,20133.15,19200,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19200.00,54777,-33776,-38.14212957212065,481349,29.89,0.35,-1.5499999999999998,-81.57894736842105,36700,74150,36700,0.05,50,0.3,20133.15
38,19250,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19250.00,1334,-277,-17.194289261328368,1696,0,884.7,1.150000000000091,0.1301567540037452,7650,7450,50,870.25,50,894.75,20133.15,19250,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19250.00,14173,-7001,-33.0641352602248,116210,26.84,0.05,-1.9,-97.43589743589743,18700,89800,18700,0.05,1350,0.1,20133.15
39,19300,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19300.00,3870,-1072,-21.6916228247673,3747,0,835.3,3.1499999999999773,0.37853752328305923,9600,7500,50,833,600,848.85,20133.15,19300,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19300.00,53385,-25596,-32.407794279636875,410377,25.41,0.05,-1.9999999999999998,-97.5609756097561,245100,184250,245100,0.05,2550,0.1,20133.15
40,19350,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19350.00,755,-8,-1.0484927916120577,1660,0,785,-2,-0.25412960609911056,11500,8000,3700,782,500,793.55,20133.15,19350,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19350.00,16676,-14094,-45.80435489112772,192337,23.98,0.05,-2.0500000000000003,-97.61904761904762,0,92950,0,0,24800,0.05,20133.15
41,19400,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19400.00,7491,-523,-6.526079361118043,4989,0,733,1.2999999999999545,0.17766844335109394,9250,11550,50,732.05,400,735,20133.15,19400,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19400.00,59613,-30743,-34.02430386471291,531846,22.54,0.05,-2.2,-97.77777777777779,0,350400,0,0,128200,0.05,20133.15
42,19450,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19450.00,3473,-1202,-25.711229946524064,5018,0,684.8,0.849999999999909,0.12427809050367848,8250,7700,600,667.9,50,687.6,20133.15,19450,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19450.00,17054,-13690,-44.52901379130887,265718,21.1,0.05,-2.3000000000000003,-97.87234042553192,49200,80150,49200,0.05,550,0.1,20133.15
43,19500,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19500.00,18656,-2101,-10.121886592474828,18689,0,634.4,1.8500000000000227,0.2924669986562363,26750,9250,150,634.1,300,634.65,20133.15,19500,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19500.00,102812,-56692,-35.542682315177046,1642471,19.66,0.05,-2.5,-98.03921568627452,0,486350,0,0,174150,0.05,20133.15
44,19550,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19550.00,865,-491,-36.2094395280236,1269,0,584.4,-0.35000000000002274,-0.059854638734505805,8200,7450,50,567.95,50,584.4,20133.15,19550,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19550.00,22981,-19034,-45.302868023325004,525940,18.21,0.05,-2.6,-98.11320754716982,0,152550,0,0,44650,0.05,20133.15
45,19600,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19600.00,7465,-5364,-41.81152077324811,14864,0,534,1.0499999999999545,0.1970166056853278,186600,8300,50,530.1,250,534,20133.15,19600,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19600.00,108171,-28826,-21.041336671605947,1802655,16.76,0.05,-2.8000000000000003,-98.24561403508773,0,253700,0,0,95300,0.05,20133.15
46,19650,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19650.00,2355,-653,-21.70877659574468,3807,0,483,-2.1999999999999886,-0.4534212695795525,18550,7450,50,482.9,50,484.25,20133.15,19650,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19650.00,46273,-31143,-40.22811821845613,1042010,15.31,0.05,-3.1,-98.41269841269842,0,91800,0,0,500,0.05,20133.15
47,19700,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19700.00,10331,-10697,-50.87026821381016,30354,0,433.95,-0.75,-0.1725327812284334,82000,8600,50,432.75,50,433.95,20133.15,19700,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19700.00,127415,-32028,-20.087429363471585,2258256,13.84,0.05,-3.3000000000000003,-98.50746268656717,0,111700,0,0,100,0.05,20133.15
48,19750,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023CE19750.00,3950,-3580,-47.54316069057105,9868,0,382.9,-2.5500000000000114,-0.6615644052406308,13200,7650,200,382.85,50,383.95,20133.15,19750,30-Nov-2023,NIFTY,OPTIDXNIFTY30-11-2023PE19750.00,43625,-59926,-57.8710007629091,2065152,12.37,0.05,-3.7,-98.66666666666667,0,221200,0,0,45950,0.05,20133.15
